order_id,customer_id,order_date,order_status,last_order_status_update,payment_type,payment_currency_code,payment_transaction_id,email,shipping_method,shipping_destination,shipping_street_address,shipping_city,shipping_state,shipping_zip,billing_street_address,billing_city,billing_state,billing_zip,store_id,plan_id,store_address,store_city,store_state,store_zip,last_modified,_change_request_type,order_total,payment_amount
88,21657939,2025-11-21 15:53:14,picked up,2025-11-22 07:53:14,debit,USD,88,agna.woodrup@emailsim.io,,,12723 Spring Street,Midland,TX,79710,12723 Spring Street,Midland,TX,79710,1,,29 Milwaukee Place,Albany,NY,12227,2025-11-22 07:53:14,u,5399.94,5399.94
89,21657939,2025-07-06 08:02:33,placed,2025-07-06 08:02:33,credit,USD,89,allyson.triebner@emailsim.io,standard,home,1197 Adams Street,Paterson,NJ,07505,1197 Adams Street,Paterson,NJ,07505,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-07-06 08:02:33,u,7399.93,7399.93
90,21657939,2025-07-01 02:45:26,ready for pickup,2025-07-02 13:45:26,credit,USD,90,maren.sirr@emailsim.io,expedited,store,475 Center Place,Atlanta,MA,30301,762 Eisenhower Drive,Springfield,MA,01152,2,,475 Center Place,Atlanta,GA,30301,2025-07-02 13:45:26,u,10199.92,10199.92
91,21657939,2025-09-27 13:12:10,placed,2025-09-27 13:12:10,credit,USD,91,glenden.hearnah@emailsim.io,standard,home,8131 Ann Street,Phoenix,AZ,85015,8131 Ann Street,Phoenix,AZ,85015,5,,7 Tennyson Park,Houston,TX,77206,2025-09-27 13:12:10,u,7899.93,7899.93
92,41900794,2025-10-10 16:18:36,cancelled,2025-10-11 00:18:36,credit,USD,92,becca.pietruszewicz@emailsim.io,expedited,store,29 Milwaukee Place,Albany,MO,12227,9225 Ohio Street,Saint Louis,MO,63110,1,,29 Milwaukee Place,Albany,NY,12227,2025-10-11 00:18:36,u,2299.97,2299.97
93,41900794,2025-12-12 01:41:10,delivered,2025-12-12 22:41:10,credit,USD,93,tiffani.androlli@emailsim.io,overnight,home,14424 Hillside Avenue,Dallas,TX,75397,14424 Hillside Avenue,Dallas,TX,75397,2,,475 Center Place,Atlanta,GA,30301,2025-12-12 22:41:10,u,4999.95,4999.95
94,21528794,2025-10-07 22:07:07,shipped,2025-10-08 13:07:07,credit,USD,94,maren.sirr@emailsim.io,overnight,store,7 Tennyson Park,Houston,MN,77206,8995 Mountain View Drive,Saint Paul,MN,55103,5,,7 Tennyson Park,Houston,TX,77206,2025-10-08 13:07:07,u,5899.92,5899.92
95,21528794,2025-08-10 20:48:12,picked up,2025-08-12 01:48:12,credit,USD,95,isobel.mckennan@emailsim.io,,,4157 MLK Boulevard,Los Angeles,CA,90025,4157 MLK Boulevard,Los Angeles,CA,90025,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-08-12 01:48:12,u,6199.95,6199.95
96,21528794,2025-09-18 03:12:15,ready for pickup,2025-09-19 11:12:15,credit,USD,96,bernelle.fumagall@emailsim.io,expedited,home,7346 Georgia Street,Pittsburgh,PA,15230,7346 Georgia Street,Pittsburgh,PA,15230,1,,29 Milwaukee Place,Albany,NY,12227,2025-09-19 11:12:15,u,3699.96,3699.96
97,21528794,2025-09-23 00:11:19,shipped,2025-09-23 18:11:19,credit,USD,97,geoffrey.garaghan@emailsim.io,overnight,home,7752 Fourth Street,Shreveport,LA,71151,7752 Fourth Street,Shreveport,LA,71151,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-09-23 18:11:19,u,3599.96,3599.96
98,23171531,2025-10-09 02:04:05,placed,2025-10-09 02:04:05,credit,USD,98,bailey.habershaw@emailsim.io,standard,store,7 Tennyson Park,Houston,NC,77206,9092 Canal Street,Fayetteville,NC,28314,5,,7 Tennyson Park,Houston,TX,77206,2025-10-09 02:04:05,u,11099.9,11099.9
99,23171531,2025-07-27 18:47:51,ready for pickup,2025-07-28 06:47:51,gift,USD,99,arny.cleworth@emailsim.io,expedited,home,2984 Garfield Street,San Diego,CA,92186,2984 Garfield Street,San Diego,CA,92186,1,,29 Milwaukee Place,Albany,NY,12227,2025-07-28 06:47:51,u,7199.92,7199.92
100,19749592,2025-07-24 10:22:37,cancelled,2025-07-25 02:22:37,credit,USD,100,ann.marciek@emailsim.io,overnight,store,29 Milwaukee Place,Albany,AK,12227,2705 Main Street,Anchorage,AK,99522,1,,29 Milwaukee Place,Albany,NY,12227,2025-07-25 02:22:37,u,9299.94,9299.94
101,19749592,2025-12-16 13:32:37,delivered,2025-12-17 21:32:37,credit,USD,101,tory.leonida@emailsim.io,standard,store,475 Center Place,Atlanta,MI,30301,14798 Maple Avenue,Lansing,MI,48912,2,,475 Center Place,Atlanta,GA,30301,2025-12-17 21:32:37,u,5699.94,5699.94
102,19749592,2025-11-03 08:30:54,picked up,2025-11-04 06:30:54,credit,USD,102,kakalina.stollberger@emailsim.io,,,11198 King Street,Sacramento,CA,95813,11198 King Street,Sacramento,CA,95813,5,,7 Tennyson Park,Houston,TX,77206,2025-11-04 06:30:54,u,7599.92,7599.92
103,09122357,2025-08-06 15:50:56,ready for pickup,2025-08-08 07:50:56,credit,USD,103,nadeen.dracksford@emailsim.io,expedited,store,35901 Anniversary Parkway,Tulsa,NY,74116,3807 Elm Street,Rochester,NY,14639,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-08-08 07:50:56,u,7399.94,7399.94
104,09122357,2025-08-31 13:58:24,delivered,2025-09-01 09:58:24,debit,USD,104,tessi.gerretsen@emailsim.io,overnight,home,5884 Main Street,New York City,NY,10060,5884 Main Street,New York City,NY,10060,2,,475 Center Place,Atlanta,GA,30301,2025-09-01 09:58:24,u,10099.91,10099.91
105,09122357,2025-09-08 10:00:27,placed,2025-09-08 10:00:27,debit,USD,105,tabina.buick@emailsim.io,standard,home,6536 Front Street,Portsmouth,NH,03804,6536 Front Street,Portsmouth,NH,03804,5,,7 Tennyson Park,Houston,TX,77206,2025-09-08 10:00:27,u,11999.91,11999.91
106,09122357,2025-09-17 11:51:02,picked up,2025-09-19 03:51:02,cash,USD,106,lexie.silverman@emailsim.io,,,7293 Queen Street,Atlanta,GA,30351,7293 Queen Street,Atlanta,GA,30351,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-09-19 03:51:02,u,8799.91,8799.91
107,09122357,2025-11-24 03:55:11,cancelled,2025-11-24 07:55:11,credit,USD,107,morris.dietzler@emailsim.io,standard,store,29 Milwaukee Place,Albany,LA,12227,12932 Hillside Avenue,New Orleans,LA,70149,1,,29 Milwaukee Place,Albany,NY,12227,2025-11-24 07:55:11,u,4099.95,4099.95
108,73864969,2025-11-05 13:44:26,shipped,2025-11-05 16:44:26,cash,USD,108,bald.chuck@emailsim.io,expedited,home,11382 Pierce Street,Kansas City,MO,64190,11382 Pierce Street,Kansas City,MO,64190,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-11-05 16:44:26,u,6499.92,6499.92
109,73864969,2025-08-23 10:04:21,shipped,2025-08-24 12:04:21,gift,USD,109,marena.victor@emailsim.io,standard,home,5203 Vista Drive,Oklahoma City,OK,73173,5203 Vista Drive,Oklahoma City,OK,73173,1,,29 Milwaukee Place,Albany,NY,12227,2025-08-24 12:04:21,u,6899.91,6899.91
110,73864969,2025-09-21 21:35:19,picked up,2025-09-23 02:35:19,debit,USD,110,lionel.linnett@emailsim.io,,,7660 Valley View Drive,Flint,MI,48555,7660 Valley View Drive,Flint,MI,48555,2,,475 Center Place,Atlanta,GA,30301,2025-09-23 02:35:19,u,2799.98,2799.98
111,73864969,2025-10-23 17:21:58,placed,2025-10-23 17:21:58,cash,USD,111,kayley.mclice@emailsim.io,overnight,home,10312 Veterans Drive,Atlanta,GA,30306,10312 Veterans Drive,Atlanta,GA,30306,5,,7 Tennyson Park,Houston,TX,77206,2025-10-23 17:21:58,u,6199.94,6199.94
112,73864969,2025-08-31 05:09:53,ready for pickup,2025-09-02 03:09:53,credit,USD,112,tory.leonida@emailsim.io,overnight,store,35901 Anniversary Parkway,Tulsa,LA,74116,5853 Taft Avenue,New Orleans,LA,70142,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-09-02 03:09:53,u,6799.92,6799.92
113,43587287,2025-06-30 23:55:25,cancelled,2025-07-02 04:55:25,credit,USD,113,bailey.habershaw@emailsim.io,standard,home,752 Summit Avenue,Topeka,KS,66629,752 Summit Avenue,Topeka,KS,66629,1,,29 Milwaukee Place,Albany,NY,12227,2025-07-02 04:55:25,u,4899.97,4899.97
114,43587287,2025-11-29 23:50:11,delivered,2025-11-30 13:50:11,credit,USD,114,kakalina.stollberger@emailsim.io,expedited,store,475 Center Place,Atlanta,SD,30301,13417 Canal Street,Sioux Falls,SD,57193,2,,475 Center Place,Atlanta,GA,30301,2025-11-30 13:50:11,u,5199.96,5199.96
115,43587287,2025-10-15 01:54:38,shipped,2025-10-16 01:54:38,cash,USD,115,morry.chastey@emailsim.io,expedited,store,7 Tennyson Park,Houston,MI,77206,9591 First Street,Detroit,MI,48258,5,,7 Tennyson Park,Houston,TX,77206,2025-10-16 01:54:38,u,5699.94,5699.94
116,43587287,2025-07-15 17:26:25,ready for pickup,2025-07-16 18:26:25,credit,USD,116,tiffani.androlli@emailsim.io,overnight,home,1979 Massachusetts Avenue,Riverside,CA,92513,1979 Massachusetts Avenue,Riverside,CA,92513,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-07-16 18:26:25,u,9899.9,9899.9
117,15052369,2025-07-09 22:07:49,delivered,2025-07-11 03:07:49,credit,USD,117,joseito.longridge@emailsim.io,standard,home,1496 Constitution Avenue,Los Angeles,CA,90101,1496 Constitution Avenue,Los Angeles,CA,90101,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-07-11 03:07:49,u,11799.91,11799.91
118,15052369,2025-11-04 00:52:56,placed,2025-11-04 00:52:56,credit,USD,118,clary.gillhespy@emailsim.io,standard,store,29 Milwaukee Place,Albany,PA,12227,11254 Park Avenue,Wilkes Barre,PA,18706,1,,29 Milwaukee Place,Albany,NY,12227,2025-11-04 00:52:56,u,9599.89,9599.89
119,15052369,2025-11-09 14:18:41,picked up,2025-11-10 00:18:41,credit,USD,119,bernelle.fumagall@emailsim.io,,,11718 Arthur Street,Rockford,IL,61105,11718 Arthur Street,Rockford,IL,61105,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-11-10 00:18:41,u,4199.96,4199.96
120,82672855,2025-12-12 21:34:58,cancelled,2025-12-13 06:34:58,credit,USD,120,doralin.latour@emailsim.io,overnight,home,14493 East Street,Honolulu,HI,96810,14493 East Street,Honolulu,HI,96810,1,,29 Milwaukee Place,Albany,NY,12227,2025-12-13 06:34:58,u,5199.94,5199.94
121,82672855,2025-12-18 06:07:32,placed,2025-12-18 06:07:32,cash,USD,121,frieda.crotty@emailsim.io,expedited,home,14939 Depot Street,Atlanta,GA,31136,14939 Depot Street,Atlanta,GA,31136,2,,475 Center Place,Atlanta,GA,30301,2025-12-18 06:07:32,u,8199.92,8199.92
122,82672855,2025-07-23 11:19:07,picked up,2025-07-25 10:19:07,credit,USD,122,lou.erricker@emailsim.io,,,2625 Quarry Road,Rochester,NY,14683,2625 Quarry Road,Rochester,NY,14683,5,,7 Tennyson Park,Houston,TX,77206,2025-07-25 10:19:07,u,14399.91,14399.91
123,28561107,2025-10-04 14:56:42,cancelled,2025-10-06 02:56:42,credit,USD,123,max.filippone@emailsim.io,standard,home,8720 Valley View Drive,Fresno,CA,93726,8720 Valley View Drive,Fresno,CA,93726,1,,29 Milwaukee Place,Albany,NY,12227,2025-10-06 02:56:42,u,3699.95,3699.95
124,28561107,2025-10-14 19:46:14,shipped,2025-10-15 07:46:14,credit,USD,124,kiele.pohling@emailsim.io,expedited,store,35901 Anniversary Parkway,Tulsa,IL,74116,9570 Pierce Street,Champaign,IL,61825,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-10-15 07:46:14,u,4899.96,4899.96
125,28561107,2025-10-09 19:47:13,ready for pickup,2025-10-10 14:47:13,credit,USD,125,carla.coker@emailsim.io,overnight,store,475 Center Place,Atlanta,TX,30301,9154 Chestnut Street,Amarillo,TX,79171,2,,475 Center Place,Atlanta,GA,30301,2025-10-10 14:47:13,u,1799.97,1799.97
126,78992285,2025-06-23 02:11:30,delivered,2025-06-23 23:11:30,credit,USD,126,fowler.seaborne@emailsim.io,standard,home,93 Bridge Street,Brooklyn,NY,11236,93 Bridge Street,Brooklyn,NY,11236,5,,7 Tennyson Park,Houston,TX,77206,2025-06-23 23:11:30,u,2799.97,2799.97
127,78992285,2025-07-24 13:27:20,shipped,2025-07-25 12:27:20,credit,USD,127,maren.sirr@emailsim.io,standard,home,2715 Hillside Avenue,Killeen,TX,76544,2715 Hillside Avenue,Killeen,TX,76544,1,,29 Milwaukee Place,Albany,NY,12227,2025-07-25 12:27:20,u,4399.96,4399.96
128,78992285,2025-07-04 20:22:58,ready for pickup,2025-07-06 13:22:58,credit,USD,128,genia.mattiuzzi@emailsim.io,expedited,store,6 Twin Pines Circle,Arlington,TX,22234,1073 Vista Drive,El Paso,TX,88530,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-07-06 13:22:58,u,7199.93,7199.93
129,37064463,2025-07-12 06:29:54,delivered,2025-07-13 18:29:54,credit,USD,129,becca.pietruszewicz@emailsim.io,overnight,store,35901 Anniversary Parkway,Tulsa,NJ,74116,1691 Royal Street,Paterson,NJ,07522,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-07-13 18:29:54,u,1999.98,1999.98
130,37064463,2025-08-29 20:36:03,placed,2025-08-29 20:36:03,credit,USD,130,edouard.hargitt@emailsim.io,standard,home,5740 Atlantic Avenue,Las Cruces,NM,88006,5740 Atlantic Avenue,Las Cruces,NM,88006,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-08-29 20:36:03,u,8099.91,8099.91
131,37064463,2025-09-10 22:18:08,picked up,2025-09-11 15:18:08,credit,USD,131,isobel.mckennan@emailsim.io,,,6746 South Street,Columbus,OH,43210,6746 South Street,Columbus,OH,43210,1,,29 Milwaukee Place,Albany,NY,12227,2025-09-11 15:18:08,u,4499.95,4499.95
132,34080149,2025-06-27 09:15:35,cancelled,2025-06-28 09:15:35,debit,USD,132,geoffrey.garaghan@emailsim.io,overnight,home,451 West Street,Flushing,NY,11355,451 West Street,Flushing,NY,11355,2,,475 Center Place,Atlanta,GA,30301,2025-06-28 09:15:35,u,5299.94,5299.94
133,34080149,2025-12-12 22:44:11,placed,2025-12-12 22:44:11,debit,USD,133,tania.harsant@emailsim.io,standard,home,14497 Truman Road,Jamaica,NY,11470,14497 Truman Road,Jamaica,NY,11470,5,,7 Tennyson Park,Houston,TX,77206,2025-12-12 22:44:11,u,5099.95,5099.95
134,34080149,2025-08-17 13:52:16,cancelled,2025-08-18 22:52:16,credit,USD,134,arny.cleworth@emailsim.io,expedited,store,29 Milwaukee Place,Albany,VA,12227,4717 Spring Street,Virginia Beach,VA,23471,1,,29 Milwaukee Place,Albany,NY,12227,2025-08-18 22:52:16,u,4799.94,4799.94
135,34080149,2025-11-07 07:55:12,shipped,2025-11-08 02:55:12,credit,USD,135,jerry.pancost@emailsim.io,overnight,home,11529 Pearl Street,Boston,MA,02104,11529 Pearl Street,Boston,MA,02104,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-11-08 02:55:12,u,2199.97,2199.97
136,81566803,2025-08-09 20:09:04,picked up,2025-08-09 23:09:04,credit,USD,136,lionel.linnett@emailsim.io,,,4072 Central Avenue,Washington,DC,20099,4072 Central Avenue,Washington,DC,20099,1,,29 Milwaukee Place,Albany,NY,12227,2025-08-09 23:09:04,u,5299.95,5299.95
137,81566803,2025-11-24 09:15:50,ready for pickup,2025-11-26 04:15:50,debit,USD,137,becca.pietruszewicz@emailsim.io,standard,home,12950 Sunrise Avenue,Madison,WI,53779,12950 Sunrise Avenue,Madison,WI,53779,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-11-26 04:15:50,u,2999.97,2999.97
138,95822312,2025-08-08 08:10:50,delivered,2025-08-09 15:10:50,gift,USD,138,max.filippone@emailsim.io,expedited,store,7 Tennyson Park,Houston,VA,77206,3947 West Street,Roanoke,VA,24040,5,,7 Tennyson Park,Houston,TX,77206,2025-08-09 15:10:50,u,7399.92,7399.92
139,95822312,2025-07-26 19:40:15,delivered,2025-07-27 02:40:15,credit,USD,139,lek.carrigan@emailsim.io,standard,home,2904 Magnolia Avenue,Valdosta,GA,31605,2904 Magnolia Avenue,Valdosta,GA,31605,1,,29 Milwaukee Place,Albany,NY,12227,2025-07-27 02:40:15,u,8899.91,8899.91
140,95822312,2025-08-10 22:41:10,shipped,2025-08-11 03:41:10,credit,USD,140,stephenie.attenbrough@emailsim.io,expedited,store,6 Twin Pines Circle,Arlington,CA,22234,4164 Taft Avenue,Burbank,CA,91505,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-08-11 03:41:10,u,10399.9,10399.9
141,07957145,2025-08-20 11:48:57,picked up,2025-08-21 23:48:57,debit,USD,141,glenden.hearnah@emailsim.io,,,4960 Beach Boulevard,Houston,TX,77040,4960 Beach Boulevard,Houston,TX,77040,1,,29 Milwaukee Place,Albany,NY,12227,2025-08-21 23:48:57,u,4599.95,4599.95
142,07957145,2025-11-08 04:24:02,placed,2025-11-08 04:24:02,credit,USD,142,adan.fortin@emailsim.io,expedited,store,475 Center Place,Atlanta,TX,30301,11600 Grand Avenue,Gatesville,TX,76598,2,,475 Center Place,Atlanta,GA,30301,2025-11-08 04:24:02,u,1799.97,1799.97
143,07957145,2025-07-20 19:11:49,ready for pickup,2025-07-22 08:11:49,credit,USD,143,edouard.hargitt@emailsim.io,overnight,home,2402 Camino Real,Harrisburg,PA,17126,2402 Camino Real,Harrisburg,PA,17126,5,,7 Tennyson Park,Houston,TX,77206,2025-07-22 08:11:49,u,6199.93,6199.93
144,07957145,2025-07-11 13:55:23,cancelled,2025-07-13 11:55:23,credit,USD,144,korey.aiston@emailsim.io,standard,store,35901 Anniversary Parkway,Tulsa,OH,74116,1634 Alameda Avenue,Akron,OH,44305,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-07-13 11:55:23,u,6299.93,6299.93
145,07957145,2025-07-06 19:15:23,ready for pickup,2025-07-08 18:15:23,credit,USD,145,trescha.eversley@emailsim.io,overnight,store,6 Twin Pines Circle,Arlington,CA,22234,1236 Vista Drive,Los Angeles,CA,90081,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-07-08 18:15:23,u,1399.98,1399.98
146,63483489,2025-10-03 09:13:31,delivered,2025-10-03 18:13:31,credit,USD,146,jervis.bradane@emailsim.io,standard,home,8617 Circle Drive,South Bend,IN,46620,8617 Circle Drive,South Bend,IN,46620,5,,7 Tennyson Park,Houston,TX,77206,2025-10-03 18:13:31,u,8799.93,8799.93
147,63483489,2025-10-24 13:06:54,placed,2025-10-24 13:06:54,debit,USD,147,morris.dietzler@emailsim.io,expedited,home,10380 William Street,Humble,TX,77346,10380 William Street,Humble,TX,77346,1,,29 Milwaukee Place,Albany,NY,12227,2025-10-24 13:06:54,u,6999.95,6999.95
148,63483489,2025-07-01 02:53:09,picked up,2025-07-02 06:53:09,cash,USD,148,lou.erricker@emailsim.io,,,762 Lakeview Avenue,Spokane,WA,99210,762 Lakeview Avenue,Spokane,WA,99210,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-07-02 06:53:09,u,7999.93,7999.93
149,45379197,2025-09-15 00:15:52,cancelled,2025-09-16 06:15:52,credit,USD,149,clim.borit@emailsim.io,expedited,home,7086 School Street,Sacramento,CA,94245,7086 School Street,Sacramento,CA,94245,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-09-16 06:15:52,u,2799.96,2799.96
150,45379197,2025-08-23 15:15:22,shipped,2025-08-24 20:15:22,credit,USD,150,marena.victor@emailsim.io,overnight,store,35901 Anniversary Parkway,Tulsa,DC,74116,5221 Main Avenue,Washington,DC,20299,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-08-24 20:15:22,u,5799.94,5799.94
151,21973354,2025-09-24 04:45:04,cancelled,2025-09-24 05:45:04,credit,USD,151,danna.laybourne@emailsim.io,expedited,home,7851 Ocean Avenue,Durham,NC,27705,7851 Ocean Avenue,Durham,NC,27705,1,,29 Milwaukee Place,Albany,NY,12227,2025-09-24 05:45:04,u,6999.94,6999.94
152,21973354,2025-08-21 08:05:53,shipped,2025-08-21 17:05:53,credit,USD,152,korey.aiston@emailsim.io,overnight,store,35901 Anniversary Parkway,Tulsa,TX,74116,5030 Water Street,San Antonio,TX,78225,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-08-21 17:05:53,u,6299.94,6299.94
153,21973354,2025-10-31 20:05:56,picked up,2025-11-01 00:05:56,credit,USD,153,sancho.zipsell@emailsim.io,,,10988 Heritage Lane,Miami,FL,33158,10988 Heritage Lane,Miami,FL,33158,2,,475 Center Place,Atlanta,GA,30301,2025-11-01 00:05:56,u,8599.92,8599.92
154,07265684,2025-09-21 18:32:34,ready for pickup,2025-09-22 00:32:34,credit,USD,154,erik.carous@emailsim.io,expedited,store,7 Tennyson Park,Houston,CA,77206,7649 Prince Street,Garden Grove,CA,92645,5,,7 Tennyson Park,Houston,TX,77206,2025-09-22 00:32:34,u,7099.92,7099.92
155,07265684,2025-11-25 00:23:04,delivered,2025-11-25 18:23:04,credit,USD,155,morry.chastey@emailsim.io,overnight,store,29 Milwaukee Place,Albany,VA,12227,13003 Mill Road,Charlottesville,VA,22903,1,,29 Milwaukee Place,Albany,NY,12227,2025-11-25 18:23:04,u,6799.94,6799.94
156,07265684,2025-11-29 19:55:19,placed,2025-11-29 19:55:19,credit,USD,156,tania.harsant@emailsim.io,standard,home,13404 Memorial Drive,San Antonio,TX,78291,13404 Memorial Drive,San Antonio,TX,78291,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-11-29 19:55:19,u,6599.93,6599.93
157,70840926,2025-06-22 02:40:23,cancelled,2025-06-23 00:40:23,gift,USD,157,basilius.herety@emailsim.io,overnight,home,11 Michigan Avenue,Lancaster,PA,17622,11 Michigan Avenue,Lancaster,PA,17622,5,,7 Tennyson Park,Houston,TX,77206,2025-06-23 00:40:23,u,7199.93,7199.93
158,70840926,2025-07-07 14:01:50,delivered,2025-07-07 16:01:50,credit,USD,158,tiffani.androlli@emailsim.io,standard,store,35901 Anniversary Parkway,Tulsa,DC,74116,1301 First Street,Washington,DC,20380,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-07-07 16:01:50,u,6599.94,6599.94
159,70840926,2025-11-21 00:03:58,shipped,2025-11-22 22:03:58,debit,USD,159,yale.plumridge@emailsim.io,expedited,store,6 Twin Pines Circle,Arlington,DE,22234,12668 McKinley Avenue,Wilmington,DE,19897,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-11-22 22:03:58,u,9099.9,9099.9
160,06076531,2025-12-05 05:00:01,picked up,2025-12-05 20:00:01,credit,USD,160,abran.hindmoor@emailsim.io,,,13852 Green Street,Columbus,OH,43231,13852 Green Street,Columbus,OH,43231,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-12-05 20:00:01,u,2399.97,2399.97
161,06076531,2025-10-03 03:56:33,placed,2025-10-03 03:56:33,credit,USD,161,baird.cossor@emailsim.io,overnight,home,8599 Arthur Street,Washington,DC,20557,8599 Arthur Street,Washington,DC,20557,5,,7 Tennyson Park,Houston,TX,77206,2025-10-03 03:56:33,u,2699.96,2699.96
162,06076531,2025-09-02 09:31:04,ready for pickup,2025-09-03 22:31:04,credit,USD,162,joey.leehane@emailsim.io,standard,store,29 Milwaukee Place,Albany,PA,12227,6035 Harrison Street,Philadelphia,PA,19178,1,,29 Milwaukee Place,Albany,NY,12227,2025-09-03 22:31:04,u,6199.93,6199.93
163,06076531,2025-09-21 04:27:21,shipped,2025-09-21 17:27:21,credit,USD,163,nadeen.dracksford@emailsim.io,overnight,home,7600 Golf Course Road,Reno,NV,89510,7600 Golf Course Road,Reno,NV,89510,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-09-21 17:27:21,u,7199.94,7199.94
164,09172006,2025-12-04 07:22:54,placed,2025-12-04 07:22:54,credit,USD,164,ann.marciek@emailsim.io,standard,store,6 Twin Pines Circle,Arlington,IL,22234,13777 Virginia Street,Springfield,IL,62718,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-12-04 07:22:54,u,10199.93,10199.93
165,09172006,2025-06-29 10:47:57,ready for pickup,2025-07-01 03:47:57,debit,USD,165,joseito.longridge@emailsim.io,expedited,home,623 Boulevard Drive,Detroit,MI,48224,623 Boulevard Drive,Detroit,MI,48224,1,,29 Milwaukee Place,Albany,NY,12227,2025-07-01 03:47:57,u,4099.95,4099.95
166,09172006,2025-07-20 08:35:38,delivered,2025-07-20 21:35:38,credit,USD,166,minor.goodred@emailsim.io,standard,store,35901 Anniversary Parkway,Tulsa,NM,74116,2365 MLK Boulevard,Santa Fe,NM,87592,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-07-20 21:35:38,u,9199.91,9199.91
167,13667412,2025-11-25 14:03:50,picked up,2025-11-26 00:03:50,credit,USD,167,stuart.szwarc@emailsim.io,,,13050 Hillcrest Drive,Memphis,TN,38136,13050 Hillcrest Drive,Memphis,TN,38136,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-11-26 00:03:50,u,6799.91,6799.91
168,13667412,2025-07-16 18:08:35,cancelled,2025-07-17 08:08:35,credit,USD,168,georges.sabates@emailsim.io,overnight,store,475 Center Place,Atlanta,NY,30301,2065 Fifth Street,Brooklyn,NY,11215,2,,475 Center Place,Atlanta,GA,30301,2025-07-17 08:08:35,u,2599.97,2599.97
169,13667412,2025-07-24 18:59:49,placed,2025-07-24 18:59:49,credit,USD,169,sigrid.kittless@emailsim.io,overnight,home,2735 Water Street,Knoxville,TN,37924,2735 Water Street,Knoxville,TN,37924,5,,7 Tennyson Park,Houston,TX,77206,2025-07-24 18:59:49,u,3399.95,3399.95
170,13667412,2025-07-12 15:40:05,ready for pickup,2025-07-13 07:40:05,cash,USD,170,aldo.copson@emailsim.io,standard,store,6 Twin Pines Circle,Arlington,FL,22234,1723 Mill Road,Port Saint Lucie,FL,34985,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-07-13 07:40:05,u,6199.94,6199.94
171,48217959,2025-11-21 14:02:12,cancelled,2025-11-23 03:02:12,credit,USD,171,pail.belding@emailsim.io,expedited,home,12717 Boulevard Drive,Pittsburgh,PA,15250,12717 Boulevard Drive,Pittsburgh,PA,15250,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-11-23 03:02:12,u,3899.95,3899.95
172,92929688,2025-10-04 08:30:30,delivered,2025-10-04 16:30:30,debit,USD,172,corabella.bernardy@emailsim.io,expedited,store,29 Milwaukee Place,Albany,KS,12227,8698 Buchanan Street,Shawnee Mission,KS,66276,1,,29 Milwaukee Place,Albany,NY,12227,2025-10-04 16:30:30,u,3899.97,3899.97
173,92929688,2025-07-27 05:58:27,shipped,2025-07-27 11:58:27,credit,USD,173,ruperta.hender@emailsim.io,overnight,store,35901 Anniversary Parkway,Tulsa,TN,74116,2939 Garden Street,Memphis,TN,38143,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-07-27 11:58:27,u,9199.93,9199.93
174,92929688,2025-08-28 23:44:19,picked up,2025-08-29 03:44:19,credit,USD,174,lek.carrigan@emailsim.io,,,5668 Peachtree Street,Birmingham,AL,35244,5668 Peachtree Street,Birmingham,AL,35244,2,,475 Center Place,Atlanta,GA,30301,2025-08-29 03:44:19,u,3099.96,3099.96
