detail_statement_id,statement_id,customer_line_id,statement_date,amount_charged,phone_number,last_modified,_change_request_type
772,327,824383-7,2025-10-01,40,+824383,2025-10-01 00:00:00,u
773,327,903739-6,2025-10-01,40,+903739,2025-10-01 00:00:00,u
774,328,482484-14,2025-09-01,40,+482484,2025-09-01 00:00:00,u
775,328,824383-7,2025-09-01,40,+824383,2025-09-01 00:00:00,u
776,328,903739-6,2025-09-01,40,+903739,2025-09-01 00:00:00,u
777,329,482484-14,2025-08-01,40,+482484,2025-08-01 00:00:00,u
778,329,824383-7,2025-08-01,40,+824383,2025-08-01 00:00:00,u
779,329,903739-6,2025-08-01,40,+903739,2025-08-01 00:00:00,u
780,330,482484-14,2025-07-01,40,+482484,2025-07-01 00:00:00,u
781,330,824383-7,2025-07-01,40,+824383,2025-07-01 00:00:00,u
782,330,903739-6,2025-07-01,40,+903739,2025-07-01 00:00:00,u
783,331,482484-14,2025-06-01,40,+482484,2025-06-01 00:00:00,u
784,331,824383-7,2025-06-01,40,+824383,2025-06-01 00:00:00,u
785,331,903739-6,2025-06-01,40,+903739,2025-06-01 00:00:00,u
786,332,482484-14,2025-05-01,40,+482484,2025-05-01 00:00:00,u
787,332,824383-7,2025-05-01,40,+824383,2025-05-01 00:00:00,u
788,332,903739-6,2025-05-01,40,+903739,2025-05-01 00:00:00,u
789,333,482484-14,2025-04-01,40,+482484,2025-04-01 00:00:00,u
790,333,824383-7,2025-04-01,40,+824383,2025-04-01 00:00:00,u
791,333,903739-6,2025-04-01,40,+903739,2025-04-01 00:00:00,u
792,334,482484-14,2025-03-01,40,+482484,2025-03-01 00:00:00,u
793,334,824383-7,2025-03-01,40,+824383,2025-03-01 00:00:00,u
794,334,903739-6,2025-03-01,40,+903739,2025-03-01 00:00:00,u
795,335,482484-14,2025-02-01,40,+482484,2025-02-01 00:00:00,u
796,335,824383-7,2025-02-01,40,+824383,2025-02-01 00:00:00,u
797,335,903739-6,2025-02-01,40,+903739,2025-02-01 00:00:00,u
798,336,482484-14,2025-01-01,40,+482484,2025-01-01 00:00:00,u
799,336,824383-7,2025-01-01,40,+824383,2025-01-01 00:00:00,u
800,336,903739-6,2025-01-01,40,+903739,2025-01-01 00:00:00,u
801,337,482484-14,2024-12-01,40,+482484,2024-12-01 00:00:00,u
802,337,824383-7,2024-12-01,40,+824383,2024-12-01 00:00:00,u
803,337,903739-6,2024-12-01,40,+903739,2024-12-01 00:00:00,u
804,338,482484-14,2024-11-01,40,+482484,2024-11-01 00:00:00,u
805,338,824383-7,2024-11-01,40,+824383,2024-11-01 00:00:00,u
806,338,903739-6,2024-11-01,40,+903739,2024-11-01 00:00:00,u
807,339,829149-3,2025-11-01,50,+829149,2025-11-01 00:00:00,u
808,340,829149-3,2025-10-01,50,+829149,2025-10-01 00:00:00,u
809,341,829149-3,2025-09-01,50,+829149,2025-09-01 00:00:00,u
810,342,829149-3,2025-08-01,50,+829149,2025-08-01 00:00:00,u
811,343,829149-3,2025-07-01,50,+829149,2025-07-01 00:00:00,u
812,344,829149-3,2025-06-01,50,+829149,2025-06-01 00:00:00,u
813,345,829149-3,2025-05-01,50,+829149,2025-05-01 00:00:00,u
814,346,829149-3,2025-04-01,50,+829149,2025-04-01 00:00:00,u
815,347,829149-3,2025-03-01,50,+829149,2025-03-01 00:00:00,u
816,348,829149-3,2025-02-01,50,+829149,2025-02-01 00:00:00,u
817,349,829149-3,2025-01-01,50,+829149,2025-01-01 00:00:00,u
818,350,829149-3,2024-12-01,50,+829149,2024-12-01 00:00:00,u
819,351,829149-3,2024-11-01,50,+829149,2024-11-01 00:00:00,u
820,352,140542-2,2025-11-01,25,+140542,2025-11-01 00:00:00,u
821,352,652799-7,2025-11-01,25,+652799,2025-11-01 00:00:00,u
822,353,140542-2,2025-10-01,25,+140542,2025-10-01 00:00:00,u
823,353,652799-7,2025-10-01,25,+652799,2025-10-01 00:00:00,u
824,354,140542-2,2025-09-01,25,+140542,2025-09-01 00:00:00,u
825,354,652799-7,2025-09-01,25,+652799,2025-09-01 00:00:00,u
826,355,140542-2,2025-08-01,25,+140542,2025-08-01 00:00:00,u
827,355,652799-7,2025-08-01,25,+652799,2025-08-01 00:00:00,u
828,356,140542-2,2025-07-01,25,+140542,2025-07-01 00:00:00,u
829,356,652799-7,2025-07-01,25,+652799,2025-07-01 00:00:00,u
830,357,140542-2,2025-06-01,25,+140542,2025-06-01 00:00:00,u
831,357,652799-7,2025-06-01,25,+652799,2025-06-01 00:00:00,u
832,358,140542-2,2025-05-01,25,+140542,2025-05-01 00:00:00,u
833,358,652799-7,2025-05-01,25,+652799,2025-05-01 00:00:00,u
834,359,140542-2,2025-04-01,25,+140542,2025-04-01 00:00:00,u
835,359,652799-7,2025-04-01,25,+652799,2025-04-01 00:00:00,u
836,360,140542-2,2025-03-01,25,+140542,2025-03-01 00:00:00,u
837,360,652799-7,2025-03-01,25,+652799,2025-03-01 00:00:00,u
838,361,140542-2,2025-02-01,25,+140542,2025-02-01 00:00:00,u
839,361,652799-7,2025-02-01,25,+652799,2025-02-01 00:00:00,u
840,362,140542-2,2025-01-01,25,+140542,2025-01-01 00:00:00,u
841,362,652799-7,2025-01-01,25,+652799,2025-01-01 00:00:00,u
842,363,140542-2,2024-12-01,25,+140542,2024-12-01 00:00:00,u
843,363,652799-7,2024-12-01,25,+652799,2024-12-01 00:00:00,u
844,364,140542-2,2024-11-01,25,+140542,2024-11-01 00:00:00,u
845,364,652799-7,2024-11-01,25,+652799,2024-11-01 00:00:00,u
846,365,380294-10,2025-11-01,40,+380294,2025-11-01 00:00:00,u
847,365,482560-3,2025-11-01,40,+482560,2025-11-01 00:00:00,u
848,365,813595-2,2025-11-01,40,+813595,2025-11-01 00:00:00,u
849,366,380294-10,2025-10-01,40,+380294,2025-10-01 00:00:00,u
850,366,482560-3,2025-10-01,40,+482560,2025-10-01 00:00:00,u
851,366,813595-2,2025-10-01,40,+813595,2025-10-01 00:00:00,u
852,367,380294-10,2025-09-01,40,+380294,2025-09-01 00:00:00,u
853,367,482560-3,2025-09-01,40,+482560,2025-09-01 00:00:00,u
854,367,813595-2,2025-09-01,40,+813595,2025-09-01 00:00:00,u
855,368,380294-10,2025-08-01,40,+380294,2025-08-01 00:00:00,u
856,368,482560-3,2025-08-01,40,+482560,2025-08-01 00:00:00,u
857,368,813595-2,2025-08-01,40,+813595,2025-08-01 00:00:00,u
858,369,380294-10,2025-07-01,40,+380294,2025-07-01 00:00:00,u
859,369,482560-3,2025-07-01,40,+482560,2025-07-01 00:00:00,u
860,369,813595-2,2025-07-01,40,+813595,2025-07-01 00:00:00,u
861,370,380294-10,2025-06-01,40,+380294,2025-06-01 00:00:00,u
862,370,482560-3,2025-06-01,40,+482560,2025-06-01 00:00:00,u
863,370,813595-2,2025-06-01,40,+813595,2025-06-01 00:00:00,u
864,371,380294-10,2025-05-01,40,+380294,2025-05-01 00:00:00,u
865,371,482560-3,2025-05-01,40,+482560,2025-05-01 00:00:00,u
866,371,813595-2,2025-05-01,40,+813595,2025-05-01 00:00:00,u
867,372,380294-10,2025-04-01,40,+380294,2025-04-01 00:00:00,u
868,372,482560-3,2025-04-01,40,+482560,2025-04-01 00:00:00,u
869,372,813595-2,2025-04-01,40,+813595,2025-04-01 00:00:00,u
870,373,380294-10,2025-03-01,40,+380294,2025-03-01 00:00:00,u
871,373,482560-3,2025-03-01,40,+482560,2025-03-01 00:00:00,u
872,373,813595-2,2025-03-01,40,+813595,2025-03-01 00:00:00,u
873,374,380294-10,2025-02-01,40,+380294,2025-02-01 00:00:00,u
874,374,482560-3,2025-02-01,40,+482560,2025-02-01 00:00:00,u
875,374,813595-2,2025-02-01,40,+813595,2025-02-01 00:00:00,u
876,375,380294-10,2025-01-01,40,+380294,2025-01-01 00:00:00,u
877,375,482560-3,2025-01-01,40,+482560,2025-01-01 00:00:00,u
878,375,813595-2,2025-01-01,40,+813595,2025-01-01 00:00:00,u
879,376,380294-10,2024-12-01,40,+380294,2024-12-01 00:00:00,u
880,376,482560-3,2024-12-01,40,+482560,2024-12-01 00:00:00,u
881,376,813595-2,2024-12-01,40,+813595,2024-12-01 00:00:00,u
882,377,380294-10,2024-11-01,40,+380294,2024-11-01 00:00:00,u
883,377,482560-3,2024-11-01,40,+482560,2024-11-01 00:00:00,u
884,377,813595-2,2024-11-01,40,+813595,2024-11-01 00:00:00,u
885,378,213699-1,2025-11-01,50,+213699,2025-11-01 00:00:00,u
886,378,443687-8,2025-11-01,50,+443687,2025-11-01 00:00:00,u
887,379,213699-1,2025-10-01,50,+213699,2025-10-01 00:00:00,u
888,379,443687-8,2025-10-01,50,+443687,2025-10-01 00:00:00,u
889,380,213699-1,2025-09-01,50,+213699,2025-09-01 00:00:00,u
890,380,443687-8,2025-09-01,50,+443687,2025-09-01 00:00:00,u
891,381,213699-1,2025-08-01,50,+213699,2025-08-01 00:00:00,u
892,381,443687-8,2025-08-01,50,+443687,2025-08-01 00:00:00,u
893,382,213699-1,2025-07-01,50,+213699,2025-07-01 00:00:00,u
894,382,443687-8,2025-07-01,50,+443687,2025-07-01 00:00:00,u
895,383,213699-1,2025-06-01,50,+213699,2025-06-01 00:00:00,u
896,383,443687-8,2025-06-01,50,+443687,2025-06-01 00:00:00,u
897,384,213699-1,2025-05-01,50,+213699,2025-05-01 00:00:00,u
898,384,443687-8,2025-05-01,50,+443687,2025-05-01 00:00:00,u
899,385,213699-1,2025-04-01,50,+213699,2025-04-01 00:00:00,u
900,385,443687-8,2025-04-01,50,+443687,2025-04-01 00:00:00,u
901,386,213699-1,2025-03-01,50,+213699,2025-03-01 00:00:00,u
902,386,443687-8,2025-03-01,50,+443687,2025-03-01 00:00:00,u
903,387,213699-1,2025-02-01,50,+213699,2025-02-01 00:00:00,u
904,387,443687-8,2025-02-01,50,+443687,2025-02-01 00:00:00,u
905,388,213699-1,2025-01-01,50,+213699,2025-01-01 00:00:00,u
906,388,443687-8,2025-01-01,50,+443687,2025-01-01 00:00:00,u
907,389,213699-1,2024-12-01,50,+213699,2024-12-01 00:00:00,u
908,389,443687-8,2024-12-01,50,+443687,2024-12-01 00:00:00,u
909,390,213699-1,2024-11-01,50,+213699,2024-11-01 00:00:00,u
910,390,443687-8,2024-11-01,50,+443687,2024-11-01 00:00:00,u
911,391,120617-10,2025-11-01,40,+120617,2025-11-01 00:00:00,u
912,391,372654-7,2025-11-01,40,+372654,2025-11-01 00:00:00,u
913,391,593090-9,2025-11-01,40,+593090,2025-11-01 00:00:00,u
914,391,780202-1,2025-11-01,40,+780202,2025-11-01 00:00:00,u
915,392,120617-10,2025-10-01,40,+120617,2025-10-01 00:00:00,u
916,392,372654-7,2025-10-01,40,+372654,2025-10-01 00:00:00,u
917,392,593090-9,2025-10-01,40,+593090,2025-10-01 00:00:00,u
918,392,780202-1,2025-10-01,40,+780202,2025-10-01 00:00:00,u
919,393,120617-10,2025-09-01,40,+120617,2025-09-01 00:00:00,u
920,393,372654-7,2025-09-01,40,+372654,2025-09-01 00:00:00,u
921,393,593090-9,2025-09-01,40,+593090,2025-09-01 00:00:00,u
922,393,780202-1,2025-09-01,40,+780202,2025-09-01 00:00:00,u
923,394,120617-10,2025-08-01,40,+120617,2025-08-01 00:00:00,u
924,394,372654-7,2025-08-01,40,+372654,2025-08-01 00:00:00,u
925,394,593090-9,2025-08-01,40,+593090,2025-08-01 00:00:00,u
926,394,780202-1,2025-08-01,40,+780202,2025-08-01 00:00:00,u
927,395,120617-10,2025-07-01,40,+120617,2025-07-01 00:00:00,u
928,395,372654-7,2025-07-01,40,+372654,2025-07-01 00:00:00,u
929,395,593090-9,2025-07-01,40,+593090,2025-07-01 00:00:00,u
930,395,780202-1,2025-07-01,40,+780202,2025-07-01 00:00:00,u
931,396,120617-10,2025-06-01,40,+120617,2025-06-01 00:00:00,u
932,396,372654-7,2025-06-01,40,+372654,2025-06-01 00:00:00,u
933,396,593090-9,2025-06-01,40,+593090,2025-06-01 00:00:00,u
934,396,780202-1,2025-06-01,40,+780202,2025-06-01 00:00:00,u
935,397,120617-10,2025-05-01,40,+120617,2025-05-01 00:00:00,u
936,397,372654-7,2025-05-01,40,+372654,2025-05-01 00:00:00,u
937,397,593090-9,2025-05-01,40,+593090,2025-05-01 00:00:00,u
938,397,780202-1,2025-05-01,40,+780202,2025-05-01 00:00:00,u
939,398,120617-10,2025-04-01,40,+120617,2025-04-01 00:00:00,u
940,398,372654-7,2025-04-01,40,+372654,2025-04-01 00:00:00,u
941,398,593090-9,2025-04-01,40,+593090,2025-04-01 00:00:00,u
942,398,780202-1,2025-04-01,40,+780202,2025-04-01 00:00:00,u
943,399,120617-10,2025-03-01,40,+120617,2025-03-01 00:00:00,u
944,399,372654-7,2025-03-01,40,+372654,2025-03-01 00:00:00,u
945,399,593090-9,2025-03-01,40,+593090,2025-03-01 00:00:00,u
946,399,780202-1,2025-03-01,40,+780202,2025-03-01 00:00:00,u
947,400,120617-10,2025-02-01,40,+120617,2025-02-01 00:00:00,u
948,400,372654-7,2025-02-01,40,+372654,2025-02-01 00:00:00,u
949,400,593090-9,2025-02-01,40,+593090,2025-02-01 00:00:00,u
950,400,780202-1,2025-02-01,40,+780202,2025-02-01 00:00:00,u
951,401,120617-10,2025-01-01,40,+120617,2025-01-01 00:00:00,u
952,401,372654-7,2025-01-01,40,+372654,2025-01-01 00:00:00,u
953,401,593090-9,2025-01-01,40,+593090,2025-01-01 00:00:00,u
954,401,780202-1,2025-01-01,40,+780202,2025-01-01 00:00:00,u
955,402,120617-10,2024-12-01,40,+120617,2024-12-01 00:00:00,u
956,402,372654-7,2024-12-01,40,+372654,2024-12-01 00:00:00,u
957,402,593090-9,2024-12-01,40,+593090,2024-12-01 00:00:00,u
958,402,780202-1,2024-12-01,40,+780202,2024-12-01 00:00:00,u
959,403,120617-10,2024-11-01,40,+120617,2024-11-01 00:00:00,u
960,403,372654-7,2024-11-01,40,+372654,2024-11-01 00:00:00,u
961,403,593090-9,2024-11-01,40,+593090,2024-11-01 00:00:00,u
962,403,780202-1,2024-11-01,40,+780202,2024-11-01 00:00:00,u
963,404,489208-12,2025-11-01,50,+489208,2025-11-01 00:00:00,u
964,405,489208-12,2025-10-01,50,+489208,2025-10-01 00:00:00,u
965,406,489208-12,2025-09-01,50,+489208,2025-09-01 00:00:00,u
966,407,489208-12,2025-08-01,50,+489208,2025-08-01 00:00:00,u
967,408,489208-12,2025-07-01,50,+489208,2025-07-01 00:00:00,u
968,409,489208-12,2025-06-01,50,+489208,2025-06-01 00:00:00,u
969,410,489208-12,2025-05-01,50,+489208,2025-05-01 00:00:00,u
970,411,489208-12,2025-04-01,50,+489208,2025-04-01 00:00:00,u
971,412,489208-12,2025-03-01,50,+489208,2025-03-01 00:00:00,u
972,413,489208-12,2025-02-01,50,+489208,2025-02-01 00:00:00,u
973,414,489208-12,2025-01-01,50,+489208,2025-01-01 00:00:00,u
974,415,489208-12,2024-12-01,50,+489208,2024-12-01 00:00:00,u
975,416,489208-12,2024-11-01,50,+489208,2024-11-01 00:00:00,u
976,417,828346-10,2025-11-01,25,+828346,2025-11-01 00:00:00,u
977,417,915683-5,2025-11-01,25,+915683,2025-11-01 00:00:00,u
978,418,828346-10,2025-10-01,25,+828346,2025-10-01 00:00:00,u
979,418,915683-5,2025-10-01,25,+915683,2025-10-01 00:00:00,u
980,419,828346-10,2025-09-01,25,+828346,2025-09-01 00:00:00,u
981,419,915683-5,2025-09-01,25,+915683,2025-09-01 00:00:00,u
982,420,828346-10,2025-08-01,25,+828346,2025-08-01 00:00:00,u
983,420,915683-5,2025-08-01,25,+915683,2025-08-01 00:00:00,u
984,421,828346-10,2025-07-01,25,+828346,2025-07-01 00:00:00,u
985,421,915683-5,2025-07-01,25,+915683,2025-07-01 00:00:00,u
986,422,828346-10,2025-06-01,25,+828346,2025-06-01 00:00:00,u
987,422,915683-5,2025-06-01,25,+915683,2025-06-01 00:00:00,u
988,423,828346-10,2025-05-01,25,+828346,2025-05-01 00:00:00,u
989,423,915683-5,2025-05-01,25,+915683,2025-05-01 00:00:00,u
990,424,828346-10,2025-04-01,25,+828346,2025-04-01 00:00:00,u
991,424,915683-5,2025-04-01,25,+915683,2025-04-01 00:00:00,u
992,425,828346-10,2025-03-01,25,+828346,2025-03-01 00:00:00,u
993,425,915683-5,2025-03-01,25,+915683,2025-03-01 00:00:00,u
994,426,828346-10,2025-02-01,25,+828346,2025-02-01 00:00:00,u
995,426,915683-5,2025-02-01,25,+915683,2025-02-01 00:00:00,u
996,427,828346-10,2025-01-01,25,+828346,2025-01-01 00:00:00,u
997,427,915683-5,2025-01-01,25,+915683,2025-01-01 00:00:00,u
998,428,828346-10,2024-12-01,25,+828346,2024-12-01 00:00:00,u
999,428,915683-5,2024-12-01,25,+915683,2024-12-01 00:00:00,u
1000,429,828346-10,2024-11-01,25,+828346,2024-11-01 00:00:00,u
1001,429,915683-5,2024-11-01,25,+915683,2024-11-01 00:00:00,u
1002,430,166034-10,2025-11-01,50,+166034,2025-11-01 00:00:00,u
1003,430,407033-5,2025-11-01,50,+407033,2025-11-01 00:00:00,u
1004,430,407804-2,2025-11-01,50,+407804,2025-11-01 00:00:00,u
1005,430,489993-11,2025-11-01,50,+489993,2025-11-01 00:00:00,u
1006,430,918309-3,2025-11-01,50,+918309,2025-11-01 00:00:00,u
1007,431,166034-10,2025-10-01,50,+166034,2025-10-01 00:00:00,u
1008,431,407033-5,2025-10-01,50,+407033,2025-10-01 00:00:00,u
1009,431,407804-2,2025-10-01,50,+407804,2025-10-01 00:00:00,u
1010,431,489993-11,2025-10-01,50,+489993,2025-10-01 00:00:00,u
1011,431,918309-3,2025-10-01,50,+918309,2025-10-01 00:00:00,u
1012,432,166034-10,2025-09-01,50,+166034,2025-09-01 00:00:00,u
1013,432,407033-5,2025-09-01,50,+407033,2025-09-01 00:00:00,u
1014,432,407804-2,2025-09-01,50,+407804,2025-09-01 00:00:00,u
1015,432,489993-11,2025-09-01,50,+489993,2025-09-01 00:00:00,u
1016,432,918309-3,2025-09-01,50,+918309,2025-09-01 00:00:00,u
1017,433,166034-10,2025-08-01,50,+166034,2025-08-01 00:00:00,u
1018,433,407033-5,2025-08-01,50,+407033,2025-08-01 00:00:00,u
1019,433,407804-2,2025-08-01,50,+407804,2025-08-01 00:00:00,u
1020,433,489993-11,2025-08-01,50,+489993,2025-08-01 00:00:00,u
1021,433,918309-3,2025-08-01,50,+918309,2025-08-01 00:00:00,u
1022,434,166034-10,2025-07-01,50,+166034,2025-07-01 00:00:00,u
1023,434,407033-5,2025-07-01,50,+407033,2025-07-01 00:00:00,u
1024,434,407804-2,2025-07-01,50,+407804,2025-07-01 00:00:00,u
1025,434,489993-11,2025-07-01,50,+489993,2025-07-01 00:00:00,u
1026,434,918309-3,2025-07-01,50,+918309,2025-07-01 00:00:00,u
1027,435,166034-10,2025-06-01,50,+166034,2025-06-01 00:00:00,u
1028,435,407033-5,2025-06-01,50,+407033,2025-06-01 00:00:00,u
1029,435,407804-2,2025-06-01,50,+407804,2025-06-01 00:00:00,u
1030,435,489993-11,2025-06-01,50,+489993,2025-06-01 00:00:00,u
1031,435,918309-3,2025-06-01,50,+918309,2025-06-01 00:00:00,u
1032,436,166034-10,2025-05-01,50,+166034,2025-05-01 00:00:00,u
1033,436,407033-5,2025-05-01,50,+407033,2025-05-01 00:00:00,u
1034,436,407804-2,2025-05-01,50,+407804,2025-05-01 00:00:00,u
1035,436,489993-11,2025-05-01,50,+489993,2025-05-01 00:00:00,u
1036,436,918309-3,2025-05-01,50,+918309,2025-05-01 00:00:00,u
1037,437,166034-10,2025-04-01,50,+166034,2025-04-01 00:00:00,u
1038,437,407033-5,2025-04-01,50,+407033,2025-04-01 00:00:00,u
1039,437,407804-2,2025-04-01,50,+407804,2025-04-01 00:00:00,u
1040,437,489993-11,2025-04-01,50,+489993,2025-04-01 00:00:00,u
1041,437,918309-3,2025-04-01,50,+918309,2025-04-01 00:00:00,u
1042,438,166034-10,2025-03-01,50,+166034,2025-03-01 00:00:00,u
1043,438,407033-5,2025-03-01,50,+407033,2025-03-01 00:00:00,u
1044,438,407804-2,2025-03-01,50,+407804,2025-03-01 00:00:00,u
1045,438,489993-11,2025-03-01,50,+489993,2025-03-01 00:00:00,u
1046,438,918309-3,2025-03-01,50,+918309,2025-03-01 00:00:00,u
1047,439,166034-10,2025-02-01,50,+166034,2025-02-01 00:00:00,u
1048,439,407033-5,2025-02-01,50,+407033,2025-02-01 00:00:00,u
1049,439,407804-2,2025-02-01,50,+407804,2025-02-01 00:00:00,u
1050,439,489993-11,2025-02-01,50,+489993,2025-02-01 00:00:00,u
1051,439,918309-3,2025-02-01,50,+918309,2025-02-01 00:00:00,u
1052,440,166034-10,2025-01-01,50,+166034,2025-01-01 00:00:00,u
1053,440,407033-5,2025-01-01,50,+407033,2025-01-01 00:00:00,u
1054,440,407804-2,2025-01-01,50,+407804,2025-01-01 00:00:00,u
1055,440,489993-11,2025-01-01,50,+489993,2025-01-01 00:00:00,u
1056,440,918309-3,2025-01-01,50,+918309,2025-01-01 00:00:00,u
1057,441,166034-10,2024-12-01,50,+166034,2024-12-01 00:00:00,u
1058,441,407033-5,2024-12-01,50,+407033,2024-12-01 00:00:00,u
1059,441,407804-2,2024-12-01,50,+407804,2024-12-01 00:00:00,u
1060,441,489993-11,2024-12-01,50,+489993,2024-12-01 00:00:00,u
1061,441,918309-3,2024-12-01,50,+918309,2024-12-01 00:00:00,u
1062,442,166034-10,2024-11-01,50,+166034,2024-11-01 00:00:00,u
1063,442,407033-5,2024-11-01,50,+407033,2024-11-01 00:00:00,u
1064,442,407804-2,2024-11-01,50,+407804,2024-11-01 00:00:00,u
1065,442,489993-11,2024-11-01,50,+489993,2024-11-01 00:00:00,u
1066,442,918309-3,2024-11-01,50,+918309,2024-11-01 00:00:00,u
1067,443,908107-4,2025-11-01,25,+908107,2025-11-01 00:00:00,u
1068,444,908107-4,2025-10-01,25,+908107,2025-10-01 00:00:00,u
1069,445,908107-4,2025-09-01,25,+908107,2025-09-01 00:00:00,u
1070,446,908107-4,2025-08-01,25,+908107,2025-08-01 00:00:00,u
1071,447,908107-4,2025-07-01,25,+908107,2025-07-01 00:00:00,u
1072,448,908107-4,2025-06-01,25,+908107,2025-06-01 00:00:00,u
1073,449,908107-4,2025-05-01,25,+908107,2025-05-01 00:00:00,u
1074,450,908107-4,2025-04-01,25,+908107,2025-04-01 00:00:00,u
1075,451,908107-4,2025-03-01,25,+908107,2025-03-01 00:00:00,u
1076,452,908107-4,2025-02-01,25,+908107,2025-02-01 00:00:00,u
1077,453,908107-4,2025-01-01,25,+908107,2025-01-01 00:00:00,u
1078,454,908107-4,2024-12-01,25,+908107,2024-12-01 00:00:00,u
1079,455,908107-4,2024-11-01,25,+908107,2024-11-01 00:00:00,u
1080,456,370694-2,2025-11-01,40,+370694,2025-11-01 00:00:00,u
1081,456,915232-11,2025-11-01,40,+915232,2025-11-01 00:00:00,u
1082,457,370694-2,2025-10-01,40,+370694,2025-10-01 00:00:00,u
1083,457,915232-11,2025-10-01,40,+915232,2025-10-01 00:00:00,u
1084,458,370694-2,2025-09-01,40,+370694,2025-09-01 00:00:00,u
1085,458,915232-11,2025-09-01,40,+915232,2025-09-01 00:00:00,u
1086,459,370694-2,2025-08-01,40,+370694,2025-08-01 00:00:00,u
1087,459,915232-11,2025-08-01,40,+915232,2025-08-01 00:00:00,u
1088,460,370694-2,2025-07-01,40,+370694,2025-07-01 00:00:00,u
1089,460,915232-11,2025-07-01,40,+915232,2025-07-01 00:00:00,u
1090,461,370694-2,2025-06-01,40,+370694,2025-06-01 00:00:00,u
1091,461,915232-11,2025-06-01,40,+915232,2025-06-01 00:00:00,u
1092,462,370694-2,2025-05-01,40,+370694,2025-05-01 00:00:00,u
1093,462,915232-11,2025-05-01,40,+915232,2025-05-01 00:00:00,u
1094,463,370694-2,2025-04-01,40,+370694,2025-04-01 00:00:00,u
1095,463,915232-11,2025-04-01,40,+915232,2025-04-01 00:00:00,u
1096,464,370694-2,2025-03-01,40,+370694,2025-03-01 00:00:00,u
1097,464,915232-11,2025-03-01,40,+915232,2025-03-01 00:00:00,u
1098,465,370694-2,2025-02-01,40,+370694,2025-02-01 00:00:00,u
1099,465,915232-11,2025-02-01,40,+915232,2025-02-01 00:00:00,u
1100,466,370694-2,2025-01-01,40,+370694,2025-01-01 00:00:00,u
1101,466,915232-11,2025-01-01,40,+915232,2025-01-01 00:00:00,u
1102,467,370694-2,2024-12-01,40,+370694,2024-12-01 00:00:00,u
1103,467,915232-11,2024-12-01,40,+915232,2024-12-01 00:00:00,u
1104,468,370694-2,2024-11-01,40,+370694,2024-11-01 00:00:00,u
1105,468,915232-11,2024-11-01,40,+915232,2024-11-01 00:00:00,u
1106,469,421830-4,2025-11-01,50,+421830,2025-11-01 00:00:00,u
1107,469,448197-9,2025-11-01,50,+448197,2025-11-01 00:00:00,u
1108,469,481492-13,2025-11-01,50,+481492,2025-11-01 00:00:00,u
1109,469,915214-10,2025-11-01,50,+915214,2025-11-01 00:00:00,u
1110,470,421830-4,2025-10-01,50,+421830,2025-10-01 00:00:00,u
1111,470,448197-9,2025-10-01,50,+448197,2025-10-01 00:00:00,u
1112,470,481492-13,2025-10-01,50,+481492,2025-10-01 00:00:00,u
1113,470,915214-10,2025-10-01,50,+915214,2025-10-01 00:00:00,u
1114,471,421830-4,2025-09-01,50,+421830,2025-09-01 00:00:00,u
1115,471,448197-9,2025-09-01,50,+448197,2025-09-01 00:00:00,u
1116,471,481492-13,2025-09-01,50,+481492,2025-09-01 00:00:00,u
1117,471,915214-10,2025-09-01,50,+915214,2025-09-01 00:00:00,u
1118,472,421830-4,2025-08-01,50,+421830,2025-08-01 00:00:00,u
1119,472,448197-9,2025-08-01,50,+448197,2025-08-01 00:00:00,u
1120,472,481492-13,2025-08-01,50,+481492,2025-08-01 00:00:00,u
1121,472,915214-10,2025-08-01,50,+915214,2025-08-01 00:00:00,u
1122,473,421830-4,2025-07-01,50,+421830,2025-07-01 00:00:00,u
1123,473,448197-9,2025-07-01,50,+448197,2025-07-01 00:00:00,u
1124,473,481492-13,2025-07-01,50,+481492,2025-07-01 00:00:00,u
1125,473,915214-10,2025-07-01,50,+915214,2025-07-01 00:00:00,u
1126,474,421830-4,2025-06-01,50,+421830,2025-06-01 00:00:00,u
1127,474,448197-9,2025-06-01,50,+448197,2025-06-01 00:00:00,u
1128,474,481492-13,2025-06-01,50,+481492,2025-06-01 00:00:00,u
1129,474,915214-10,2025-06-01,50,+915214,2025-06-01 00:00:00,u
1130,475,421830-4,2025-05-01,50,+421830,2025-05-01 00:00:00,u
1131,475,448197-9,2025-05-01,50,+448197,2025-05-01 00:00:00,u
1132,475,481492-13,2025-05-01,50,+481492,2025-05-01 00:00:00,u
1133,475,915214-10,2025-05-01,50,+915214,2025-05-01 00:00:00,u
1134,476,421830-4,2025-04-01,50,+421830,2025-04-01 00:00:00,u
1135,476,448197-9,2025-04-01,50,+448197,2025-04-01 00:00:00,u
1136,476,481492-13,2025-04-01,50,+481492,2025-04-01 00:00:00,u
1137,476,915214-10,2025-04-01,50,+915214,2025-04-01 00:00:00,u
1138,477,421830-4,2025-03-01,50,+421830,2025-03-01 00:00:00,u
1139,477,448197-9,2025-03-01,50,+448197,2025-03-01 00:00:00,u
1140,477,481492-13,2025-03-01,50,+481492,2025-03-01 00:00:00,u
1141,477,915214-10,2025-03-01,50,+915214,2025-03-01 00:00:00,u
1142,478,421830-4,2025-02-01,50,+421830,2025-02-01 00:00:00,u
1143,478,448197-9,2025-02-01,50,+448197,2025-02-01 00:00:00,u
1144,478,481492-13,2025-02-01,50,+481492,2025-02-01 00:00:00,u
