cus_address_id,customer_id,address_type,is_primary,street_address,city,state,postal_code,last_modified,_change_request_type
289,84253791,billing,1,2421 Old Town Road,Honolulu,HI,96840,2025-01-11 03:16:10,u
290,84253791,shipping,0,8648 Spring Street,Washington,DC,20036,2025-06-11 16:02:33,u
291,53272032,billing,1,52 Chestnut Street,Greenville,SC,29605,2024-11-14 11:33:15,u
292,53272032,shipping,0,8011 Terrace Avenue,Buffalo,NY,14215,2025-05-27 03:59:37,u
293,53272032,shipping,1,3945 Lake Drive,Brooklyn,NY,11210,2025-02-17 05:15:21,u
294,56520410,billing,1,4987 Hillside Avenue,Carol Stream,IL,60351,2025-03-14 14:08:35,u
295,56520410,shipping,0,9377 Taylor Street,Wichita,KS,67205,2025-06-29 09:53:14,u
296,56520410,billing,0,14771 Wilson Avenue,Montgomery,AL,36134,2025-11-07 16:31:02,u
297,56520410,shipping,0,13037 Grand Avenue,Saint Louis,MO,63104,2025-09-26 11:15:11,u
298,13098314,billing,1,3032 Second Street,Erie,PA,16505,2025-01-26 00:21:53,u
299,13098314,shipping,0,9866 Victory Boulevard,San Rafael,CA,94913,2025-07-11 07:39:38,u
300,13098314,billing,0,10971 Fourth Street,Jackson,TN,38308,2025-08-07 04:54:17,u
301,54737661,shipping,1,4248 Fourth Street,Grand Rapids,MI,49544,2025-02-24 14:29:25,u
302,54737661,billing,0,12971 Central Street,Phoenix,AZ,85010,2025-09-24 21:14:23,u
303,54737661,shipping,0,7599 Hillcrest Drive,Sacramento,CA,94207,2025-05-17 03:39:05,u
304,54737661,billing,0,8178 North Street,San Diego,CA,92176,2025-05-31 05:24:53,u
305,54737661,shipping,1,3769 Village Lane,Boulder,CO,80305,2025-02-12 22:45:36,u
306,49033802,billing,0,12920 Victory Boulevard,Petaluma,CA,94975,2025-09-23 15:13:48,u
307,49033802,shipping,0,8424 Elizabeth Street,Tempe,AZ,85284,2025-06-06 05:37:56,u
308,49033802,billing,0,10384 Mill Street,Washington,DC,20530,2025-07-23 21:47:28,u
309,50581674,shipping,1,2641 Poplar Street,Louisville,KY,40233,2025-01-16 12:06:01,u
310,50581674,billing,1,2933 Railroad Avenue,Denton,TX,76205,2025-01-23 14:29:42,u
311,50581674,shipping,1,413 Lakeview Avenue,Sacramento,CA,95838,2024-11-23 06:25:46,u
312,50581674,billing,0,10916 Mill Road,Bowie,MD,20719,2025-08-05 20:38:40,u
313,50581674,billing,0,10994 Royal Street,Raleigh,NC,27626,2025-08-07 18:34:39,u
314,62001453,shipping,0,13059 Main Street,Van Nuys,CA,91411,2025-09-27 00:35:39,u
315,62001453,billing,0,13869 Cross Street,Sacramento,CA,94297,2025-10-16 17:17:36,u
316,43648096,shipping,0,14654 Farm Road,Dallas,TX,75231,2025-11-04 19:43:32,u
317,43648096,shipping,1,4482 River Road,Washington,DC,20566,2025-03-02 07:06:23,u
318,24158844,billing,1,3827 Sierra Drive,Syracuse,NY,13251,2025-02-14 08:44:17,u
319,24158844,shipping,0,12574 Birch Street,Springfield,IL,62776,2025-09-15 05:04:21,u
320,24158844,billing,0,8015 Mill Road,Vero Beach,FL,32964,2025-05-27 06:34:16,u
321,24158844,shipping,1,5895 Mission Street,Minneapolis,MN,55470,2025-04-05 16:27:47,u
322,65620893,billing,0,11407 Polk Street,Arvada,CO,80005,2025-08-17 19:39:20,u
323,65620893,billing,1,1377 Dogwood Drive,Bakersfield,CA,93311,2024-12-16 17:43:27,u
324,65620893,shipping,0,9618 Main Street,New Haven,CT,06533,2025-07-05 06:43:44,u
325,65620893,shipping,1,7375 Hillcrest Drive,Pittsburgh,PA,15279,2025-05-11 16:59:13,u
326,94956887,billing,1,7478 Division Street,Greensboro,NC,27404,2025-05-14 04:56:22,u
327,94956887,shipping,0,9040 Vista Drive,San Jose,CA,95123,2025-06-21 05:24:43,u
328,94956887,billing,1,5002 Front Street,Jacksonville,FL,32259,2025-03-14 22:38:50,u
329,94956887,shipping,1,5557 Sierra Drive,North Las Vegas,NV,89036,2025-03-28 10:51:02,u
330,94956887,billing,1,6767 Valley View Drive,Corpus Christi,TX,78465,2025-04-26 21:41:31,u
331,53392741,shipping,1,1194 Desert Road,Denver,CO,80241,2024-12-12 06:31:46,u
332,53392741,billing,0,13292 McKinley Avenue,Birmingham,AL,35210,2025-10-02 16:33:49,u
333,53392741,shipping,1,122 Webster Street,El Paso,TX,88584,2024-11-16 04:48:29,u
334,53392741,billing,1,2141 Station Street,Columbus,OH,43268,2025-01-04 07:55:32,u
335,48191080,shipping,1,7050 Central Avenue,San Francisco,CA,94132,2025-05-03 18:58:04,u
336,48191080,billing,0,14422 Cedar Street,Fullerton,CA,92835,2025-10-30 04:10:24,u
337,48191080,shipping,0,12789 Buchanan Street,Winston Salem,NC,27105,2025-09-20 10:54:24,u
338,23728077,billing,1,2708 Madison Avenue,Wichita,KS,67215,2025-01-18 02:58:15,u
339,23728077,shipping,0,8372 Royal Street,Hattiesburg,MS,39404,2025-06-04 22:47:27,u
340,23728077,billing,0,9972 Pearl Street,Tulsa,OK,74156,2025-07-13 21:41:32,u
341,51087608,shipping,0,9158 Riverside Drive,Bakersfield,CA,93386,2025-06-24 01:46:07,u
342,51087608,billing,0,12972 McKinley Avenue,New York City,NY,10249,2025-09-24 21:47:26,u
343,51087608,billing,1,700 Ashland Avenue,Metairie,LA,70005,2024-11-30 06:08:04,u
344,51087608,shipping,1,5658 Old Town Road,San Diego,CA,92115,2025-03-30 22:10:31,u
345,11888835,shipping,0,13523 Orchard Street,Biloxi,MS,39534,2025-10-08 07:06:10,u
346,11888835,billing,0,8040 Texas Avenue,Fresno,CA,93721,2025-05-27 20:54:45,u
347,11888835,shipping,0,13466 Coolidge Avenue,Springfield,VA,22156,2025-10-06 22:04:19,u
348,11888835,billing,1,3163 School Street,San Diego,CA,92165,2025-01-29 04:44:57,u
349,11730761,billing,1,3136 Commerce Street,Tucson,AZ,85725,2025-01-28 12:41:10,u
350,11730761,shipping,1,5276 Lincoln Avenue,Dallas,TX,75210,2025-03-21 14:49:11,u
351,10745717,shipping,1,2418 Sierra Drive,Lynn,MA,01905,2025-01-11 01:29:00,u
352,10745717,billing,1,3408 Pacific Avenue,Farmington,MI,48335,2025-02-04 04:02:18,u
