customer_line_id,customer_id,email,product_id,primary_line_indicator,active_indicator,mobile_phone,sms_optin,email_optin,last_modified,_change_request_type
905023-2,81566803,prentiss.brellin@emailsim.io,2,0,1,+905023,1,1,2025-03-08 00:07:43,u
160219-8,81566803,pietra.scurlock@emailsim.io,8,0,1,+160219,0,0,2025-08-20 18:43:40,u
213516-6,81566803,alphonso.rimell@emailsim.io,6,0,0,+213516,1,1,2025-02-20 07:31:46,u
349529-14,82123711,stuart.szwarc@emailsim.io,14,1,1,+349529,0,0,2025-06-15 04:35:07,u
345298-1,82123711,amil.kender@emailsim.io,1,0,0,+345298,0,0,2025-07-07 04:10:36,u
274255-12,82123711,trescha.eversley@emailsim.io,12,0,0,+274255,1,1,2025-01-04 21:53:16,u
822158-11,82123711,fowler.seaborne@emailsim.io,11,0,1,+822158,0,0,2025-09-26 03:13:45,u
902635-4,82672855,yale.plumridge@emailsim.io,4,1,1,+902635,0,0,2025-10-05 17:40:10,u
911076-7,82672855,maggy.milner@emailsim.io,7,0,1,+911076,0,0,2025-07-04 15:12:32,u
343126-9,82672855,burk.hartridge@emailsim.io,9,0,1,+343126,1,1,2024-12-31 09:21:57,u
380728-2,82672855,grete.fuster@emailsim.io,2,0,1,+380728,1,1,2024-12-19 14:52:35,u
370023-5,82672855,betteann.mclaggan@emailsim.io,5,0,1,+370023,0,0,2025-08-14 02:27:24,u
543044-10,84253791,ruperta.hender@emailsim.io,10,1,1,+543044,1,1,2025-03-04 10:35:46,u
352761-9,84253791,henrieta.clarycott@emailsim.io,9,0,1,+352761,1,1,2024-12-31 14:05:18,u
829149-3,86996448,dov.tumulty@emailsim.io,3,1,1,+829149,1,1,2025-03-28 23:11:38,u
971304-1,91566010,courtnay.derr@emailsim.io,1,1,1,+971304,1,1,2025-03-04 23:53:01,u
420966-10,92445190,gaby.glendenning@emailsim.io,10,1,1,+420966,0,0,2025-06-24 17:07:08,u
829149-11,92445190,dov.tumulty@emailsim.io,11,0,0,+829149,1,1,2025-01-01 02:58:55,u
165964-12,92929688,aldo.copson@emailsim.io,12,1,1,+165964,0,0,2025-09-18 16:27:51,u
126066-2,92929688,darcy.verity@emailsim.io,2,0,1,+126066,0,0,2025-06-12 21:15:14,u
810007-11,92929688,foss.sails@emailsim.io,11,0,0,+810007,1,1,2025-01-23 18:06:55,u
824383-7,93166502,allyson.triebner@emailsim.io,7,1,1,+824383,1,1,2025-04-22 14:32:21,u
903739-6,93166502,marena.victor@emailsim.io,6,0,1,+903739,1,1,2025-03-07 15:08:07,u
482484-14,93166502,ann.marciek@emailsim.io,14,0,1,+482484,0,0,2025-06-19 10:57:25,u
495584-5,93166502,francis.husbands@emailsim.io,5,0,0,+495584,0,0,2025-07-15 20:01:53,u
370057-7,93447828,tania.harsant@emailsim.io,7,1,1,+370057,0,0,2025-08-23 12:25:12,u
370126-2,93447828,codi.caldron@emailsim.io,2,0,1,+370126,0,0,2025-08-13 15:32:16,u
444464-14,93447828,brandon.froom@emailsim.io,14,0,0,+444464,1,1,2024-11-26 17:00:26,u
335979-9,94856834,geoffrey.garaghan@emailsim.io,9,1,1,+335979,1,1,2025-01-13 02:56:24,u
370628-5,94856834,leslie.lording@emailsim.io,5,0,1,+370628,1,1,2025-05-07 00:47:42,u
310254-1,94856834,johannes.berick@emailsim.io,1,0,0,+310254,0,0,2025-05-30 07:13:17,u
358466-6,94856834,randal.wharlton@emailsim.io,6,0,1,+358466,1,1,2025-02-19 16:16:36,u
658784-12,94856834,ev.cogdell@emailsim.io,12,0,0,+658784,1,1,2024-12-21 14:05:44,u
593090-8,94956887,gordy.glowacki@emailsim.io,8,1,1,+593090,0,0,2025-05-20 15:04:23,u
359847-13,94956887,tiena.brabbs@emailsim.io,13,0,1,+359847,0,0,2025-10-05 12:53:42,u
484275-11,94956887,hasheem.symonds@emailsim.io,11,0,0,+484275,0,0,2025-08-15 02:06:03,u
406382-3,94956887,regine.ratie@emailsim.io,3,0,1,+406382,1,1,2025-03-01 12:22:12,u
213523-7,94956887,haywood.showell@emailsim.io,7,0,1,+213523,0,0,2025-09-25 09:27:29,u
347089-8,95822312,danna.laybourne@emailsim.io,8,1,1,+347089,0,0,2025-09-24 08:47:09,u
380878-5,95822312,corella.coote@emailsim.io,5,0,1,+380878,1,1,2025-02-17 06:35:23,u
914527-13,95822312,cecilius.duferie@emailsim.io,13,0,1,+914527,1,1,2025-01-22 21:13:22,u
785636-13,96591367,willis.kimbrey@emailsim.io,13,1,1,+785636,0,0,2025-10-25 20:22:16,u
351596-13,99749631,ingmar.marie@emailsim.io,13,1,1,+351596,0,0,2025-07-18 04:19:36,u
406967-13,99915811,kayley.mclice@emailsim.io,13,1,1,+406967,0,0,2025-05-31 07:07:52,u
